years_after_graduation,section_name,group_name,sic_detailed,sex,number_of_graduates,earnings_median
5,"Electricity, gas, steam and air conditioning supply",Distribution of gaseous fuels through mains,Distribution of gaseous fuels through mains,Female,35,40700.0
5,"Electricity, gas, steam and air conditioning supply",Distribution of gaseous fuels through mains,Distribution of gaseous fuels through mains,Male,85,43600.0
5,"Electricity, gas, steam and air conditioning supply",Trade of gas through mains,Trade of gas through mains,Female,20,35800.0
5,"Electricity, gas, steam and air conditioning supply",Trade of gas through mains,Trade of gas through mains,Male,25,37000.0
5,Financial and insurance activities,Central banking,Central banking,Female,25,52200.0
5,Financial and insurance activities,Central banking,Central banking,Male,30,54000.0
5,Financial and insurance activities,Banks,Banks,Female,1450,36100.0
5,Financial and insurance activities,Banks,Banks,Male,1790,47800.0
5,Financial and insurance activities,Building societies,Building societies,Female,160,23500.0
5,Financial and insurance activities,Building societies,Building societies,Male,120,27000.0
5,Financial and insurance activities,Financial leasing,Financial leasing,Female,25,31200.0
5,Financial and insurance activities,Financial leasing,Financial leasing,Male,20,33900.0
5,Financial and insurance activities,Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Female,100,33900.0
5,Financial and insurance activities,Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Male,110,34300.0
5,Financial and insurance activities,Other credit granting n.e.c.,Other credit granting n.e.c.,Female,20,38500.0
5,Financial and insurance activities,Other credit granting n.e.c.,Other credit granting n.e.c.,Male,25,45300.0
5,Financial and insurance activities,Security dealing on own account,Security dealing on own account,Female,35,62000.0
5,Financial and insurance activities,Security dealing on own account,Security dealing on own account,Male,75,75600.0
5,Financial and insurance activities,Financial intermediation not elsewhere classified,Financial intermediation not elsewhere classified,Female,130,34700.0
5,Financial and insurance activities,Financial intermediation not elsewhere classified,Financial intermediation not elsewhere classified,Male,240,44500.0
5,Financial and insurance activities,Life insurance,Life insurance,Female,200,30300.0
5,Financial and insurance activities,Life insurance,Life insurance,Male,250,40200.0
5,Financial and insurance activities,Non-life insurance,Non-life insurance,Female,340,29900.0
5,Financial and insurance activities,Non-life insurance,Non-life insurance,Male,335,36900.0
5,Financial and insurance activities,Administration of financial markets,Administration of financial markets,Female,20,58200.0
5,Financial and insurance activities,Administration of financial markets,Administration of financial markets,Male,35,67900.0
5,Financial and insurance activities,Security and commodity contracts dealing activities,Security and commodity contracts dealing activities,Female,100,36900.0
5,Financial and insurance activities,Security and commodity contracts dealing activities,Security and commodity contracts dealing activities,Male,190,53400.0
5,Financial and insurance activities,Activities auxiliary to financial intermediation n.e.c.,Activities auxiliary to financial intermediation n.e.c.,Female,630,34500.0
5,Financial and insurance activities,Activities auxiliary to financial intermediation n.e.c.,Activities auxiliary to financial intermediation n.e.c.,Male,955,44500.0
5,Financial and insurance activities,Risk and damage evaluation,Risk and damage evaluation,Female,65,22300.0
5,Financial and insurance activities,Risk and damage evaluation,Risk and damage evaluation,Male,65,32100.0
5,Financial and insurance activities,Activities of insurance agents and brokers,Activities of insurance agents and brokers,Female,490,31000.0
5,Financial and insurance activities,Activities of insurance agents and brokers,Activities of insurance agents and brokers,Male,645,40200.0
5,Financial and insurance activities,Other activities auxiliary to insurance and pension funding,Other activities auxiliary to insurance and pension funding,Female,325,29900.0
5,Financial and insurance activities,Other activities auxiliary to insurance and pension funding,Other activities auxiliary to insurance and pension funding,Male,405,38000.0
5,Financial and insurance activities,Fund management activities,Fund management activities,Female,335,56600.0
5,Financial and insurance activities,Fund management activities,Fund management activities,Male,495,63900.0
5,Human health and social work activities,Hospital activities,Hospital activities,Female,18515,33200.0
5,Human health and social work activities,Hospital activities,Hospital activities,Male,5035,42000.0
5,Human health and social work activities,General medical practice activities,General medical practice activities,Female,1170,28100.0
5,Human health and social work activities,General medical practice activities,General medical practice activities,Male,280,39800.0
5,Human health and social work activities,Specialists medical practice activities,Specialists medical practice activities,Female,125,28800.0
5,Human health and social work activities,Specialists medical practice activities,Specialists medical practice activities,Male,40,23000.0
5,Human health and social work activities,Dental practice activities,Dental practice activities,Female,220,20400.0
5,Human health and social work activities,Dental practice activities,Dental practice activities,Male,60,21400.0
5,Human health and social work activities,Other human health activities,Other human health activities,Female,4115,29200.0
5,Human health and social work activities,Other human health activities,Other human health activities,Male,1270,31400.0
5,Human health and social work activities,Residential nursing care facilities,Residential nursing care facilities,Female,400,26600.0
5,Human health and social work activities,Residential nursing care facilities,Residential nursing care facilities,Male,95,27400.0
5,Human health and social work activities,"Residential care activities for learning difficulties, mental health and substance abuse","Residential care activities for learning difficulties, mental health and substance abuse",Female,120,23000.0
5,Human health and social work activities,"Residential care activities for learning difficulties, mental health and substance abuse","Residential care activities for learning difficulties, mental health and substance abuse",Male,45,21400.0
5,Human health and social work activities,Residential care activities for the elderly and disabled,Residential care activities for the elderly and disabled,Female,530,21500.0
5,Human health and social work activities,Residential care activities for the elderly and disabled,Residential care activities for the elderly and disabled,Male,175,23000.0
5,Human health and social work activities,Other residential care activities n.e.c.,Other residential care activities n.e.c.,Female,1155,24100.0
5,Human health and social work activities,Other residential care activities n.e.c.,Other residential care activities n.e.c.,Male,355,24800.0
5,Human health and social work activities,Social work activities without accommodation for the elderly and disabled,Social work activities without accommodation for the elderly and disabled,Female,795,21900.0
5,Human health and social work activities,Social work activities without accommodation for the elderly and disabled,Social work activities without accommodation for the elderly and disabled,Male,265,23000.0
5,Human health and social work activities,Child day-care activities,Child day-care activities,Female,1235,19000.0
5,Human health and social work activities,Child day-care activities,Child day-care activities,Male,85,23000.0
5,Human health and social work activities,Other social work activities without accommodation n.e.c.,Other social work activities without accommodation n.e.c.,Female,2425,24800.0
5,Human health and social work activities,Other social work activities without accommodation n.e.c.,Other social work activities without accommodation n.e.c.,Male,720,25600.0
5,Information and communication,Book publishing,Book publishing,Female,360,28800.0
5,Information and communication,Book publishing,Book publishing,Male,140,30100.0
5,Information and communication,Publishing of newspapers,Publishing of newspapers,Female,205,31400.0
5,Information and communication,Publishing of newspapers,Publishing of newspapers,Male,195,33400.0
5,Information and communication,Publishing of learned journals,Publishing of learned journals,Female,50,33000.0
5,Information and communication,Publishing of learned journals,Publishing of learned journals,Male,30,37600.0
5,Information and communication,Publishing of  consumer and business journals and periodicals,Publishing of  consumer and business journals and periodicals,Female,345,28800.0
5,Information and communication,Publishing of  consumer and business journals and periodicals,Publishing of  consumer and business journals and periodicals,Male,215,30300.0
5,Information and communication,Other publishing activities,Other publishing activities,Female,250,29900.0
5,Information and communication,Other publishing activities,Other publishing activities,Male,175,31800.0
5,Information and communication,Publishing of computer games,Publishing of computer games,Female,15,38300.0
5,Information and communication,Publishing of computer games,Publishing of computer games,Male,60,34700.0
5,Information and communication,Other software publishing,Other software publishing,Female,90,39200.0
5,Information and communication,Other software publishing,Other software publishing,Male,170,43400.0
5,Information and communication,Motion picture production activities,Motion picture production activities,Female,220,36900.0
5,Information and communication,Motion picture production activities,Motion picture production activities,Male,200,32100.0
5,Information and communication,Video production activities,Video production activities,Female,65,29600.0
5,Information and communication,Video production activities,Video production activities,Male,115,25900.0
5,Information and communication,Television programme production activities,Television programme production activities,Female,475,34700.0
5,Information and communication,Television programme production activities,Television programme production activities,Male,355,33600.0
5,Information and communication,"Motion picture, video and television programme post-production activities","Motion picture, video and television programme post-production activities",Female,80,29700.0
5,Information and communication,"Motion picture, video and television programme post-production activities","Motion picture, video and television programme post-production activities",Male,115,28800.0
5,Information and communication,Motion picture distribution activities,Motion picture distribution activities,Female,50,39400.0
5,Information and communication,Motion picture distribution activities,Motion picture distribution activities,Male,45,40900.0
5,Information and communication,Motion picture projection activities,Motion picture projection activities,Female,80,15300.0
5,Information and communication,Motion picture projection activities,Motion picture projection activities,Male,100,15700.0
5,Information and communication,Sound recording and music publishing activities,Sound recording and music publishing activities,Female,80,31800.0
5,Information and communication,Sound recording and music publishing activities,Sound recording and music publishing activities,Male,120,31000.0
5,Information and communication,Radio broadcasting,Radio broadcasting,Female,55,36100.0
5,Information and communication,Radio broadcasting,Radio broadcasting,Male,35,29900.0
5,Information and communication,Television programming and broadcasting activities,Television programming and broadcasting activities,Female,410,34100.0
5,Information and communication,Television programming and broadcasting activities,Television programming and broadcasting activities,Male,395,35900.0
5,Information and communication,Wired telecommunications activities,Wired telecommunications activities,Female,30,27700.0
5,Information and communication,Wired telecommunications activities,Wired telecommunications activities,Male,35,35800.0
5,Information and communication,Wireless telecommunications activities,Wireless telecommunications activities,Female,90,40900.0
5,Information and communication,Wireless telecommunications activities,Wireless telecommunications activities,Male,145,44200.0
5,Information and communication,Satellite telecommunications activities,Satellite telecommunications activities,Female,30,23200.0
5,Information and communication,Satellite telecommunications activities,Satellite telecommunications activities,Male,50,24800.0
5,Information and communication,Other telecommunications activities,Other telecommunications activities,Female,325,31800.0
5,Information and communication,Other telecommunications activities,Other telecommunications activities,Male,710,33900.0
5,Information and communication,Ready-made interactive leisure and entertainment software development,Ready-made interactive leisure and entertainment software development,Female,110,34700.0
5,Information and communication,Ready-made interactive leisure and entertainment software development,Ready-made interactive leisure and entertainment software development,Male,375,34300.0
5,Information and communication,Business and domestic software development,Business and domestic software development,Female,895,36500.0
5,Information and communication,Business and domestic software development,Business and domestic software development,Male,1995,41600.0
5,Information and communication,Information technology consultancy activities,Information technology consultancy activities,Female,1145,36400.0
5,Information and communication,Information technology consultancy activities,Information technology consultancy activities,Male,2330,41600.0
5,Information and communication,Other information technology service activities,Other information technology service activities,Female,585,38400.0
5,Information and communication,Other information technology service activities,Other information technology service activities,Male,1070,42000.0
5,Information and communication,"Data processing, hosting and related activities","Data processing, hosting and related activities",Female,175,33200.0
5,Information and communication,"Data processing, hosting and related activities","Data processing, hosting and related activities",Male,300,38000.0
5,Information and communication,Web portals,Web portals,Female,175,40000.0
5,Information and communication,Web portals,Web portals,Male,200,52600.0
5,Information and communication,News agency activities,News agency activities,Female,40,45900.0
5,Information and communication,News agency activities,News agency activities,Male,70,55300.0
5,Information and communication,Other information service activities n.e.c.,Other information service activities n.e.c.,Female,110,34300.0
5,Information and communication,Other information service activities n.e.c.,Other information service activities n.e.c.,Male,100,38000.0
5,Manufacturing,Processing and preserving of poultry meat,Processing and preserving of poultry meat,Female,15,27700.0
5,Manufacturing,Processing and preserving of poultry meat,Processing and preserving of poultry meat,Male,15,33000.0
5,Manufacturing,Production of meat and poultry meat products,Production of meat and poultry meat products,Female,25,33400.0
5,Manufacturing,Production of meat and poultry meat products,Production of meat and poultry meat products,Male,15,31800.0
5,Manufacturing,Other processing and preserving of fruit and vegetables,Other processing and preserving of fruit and vegetables,Female,45,32800.0
5,Manufacturing,Other processing and preserving of fruit and vegetables,Other processing and preserving of fruit and vegetables,Male,20,33800.0
5,Manufacturing,Manufacture of bread; manufacture of fresh pastry goods and cakes,Manufacture of bread; manufacture of fresh pastry goods and cakes,Female,80,26100.0
5,Manufacturing,Manufacture of bread; manufacture of fresh pastry goods and cakes,Manufacture of bread; manufacture of fresh pastry goods and cakes,Male,50,28100.0
5,Manufacturing,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,Female,30,32700.0
5,Manufacturing,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,Male,15,26300.0
5,Manufacturing,Manufacture of cocoa and chocolate confectionery,Manufacture of cocoa and chocolate confectionery,Female,75,38700.0
5,Manufacturing,Manufacture of cocoa and chocolate confectionery,Manufacture of cocoa and chocolate confectionery,Male,45,39800.0
5,Manufacturing,Manufacture of prepared meals and dishes,Manufacture of prepared meals and dishes,Female,35,29400.0
5,Manufacturing,Manufacture of prepared meals and dishes,Manufacture of prepared meals and dishes,Male,45,35000.0
5,Manufacturing,Manufacture of other food products n.e.c.,Manufacture of other food products n.e.c.,Female,60,31000.0
5,Manufacturing,Manufacture of other food products n.e.c.,Manufacture of other food products n.e.c.,Male,55,30100.0
5,Manufacturing,"Distilling, rectifying and blending of spirits","Distilling, rectifying and blending of spirits",Female,25,44900.0
5,Manufacturing,"Distilling, rectifying and blending of spirits","Distilling, rectifying and blending of spirits",Male,25,32500.0
5,Manufacturing,Manufacture of beer,Manufacture of beer,Female,55,35800.0
5,Manufacturing,Manufacture of beer,Manufacture of beer,Male,115,26300.0
5,Manufacturing,Manufacture of soft drinks; production of mineral waters and other bottled waters,Manufacture of soft drinks; production of mineral waters and other bottled waters,Female,40,39800.0
5,Manufacturing,Manufacture of soft drinks; production of mineral waters and other bottled waters,Manufacture of soft drinks; production of mineral waters and other bottled waters,Male,30,41400.0
5,Manufacturing,Manufacture of other builders' carpentry and joinery,Manufacture of other builders' carpentry and joinery,Female,25,26300.0
5,Manufacturing,Manufacture of other builders' carpentry and joinery,Manufacture of other builders' carpentry and joinery,Male,45,24500.0
5,Manufacturing,Manufacture of other paper and paperboard containers,Manufacture of other paper and paperboard containers,Female,25,27900.0
5,Manufacturing,Manufacture of other paper and paperboard containers,Manufacture of other paper and paperboard containers,Male,40,30800.0
5,Manufacturing,Printing n.e.c.,Printing n.e.c.,Female,120,23400.0
5,Manufacturing,Printing n.e.c.,Printing n.e.c.,Male,105,27000.0
5,Manufacturing,Pre-press and pre-media services,Pre-press and pre-media services,Female,35,27700.0
5,Manufacturing,Pre-press and pre-media services,Pre-press and pre-media services,Male,30,24800.0
5,Manufacturing,"Manufacture of paints, varnishes and similar coatings, mastics and sealants","Manufacture of paints, varnishes and similar coatings, mastics and sealants",Female,30,27400.0
5,Manufacturing,"Manufacture of paints, varnishes and similar coatings, mastics and sealants","Manufacture of paints, varnishes and similar coatings, mastics and sealants",Male,30,34100.0
5,Manufacturing,Manufacture of soap and detergents,Manufacture of soap and detergents,Female,20,29700.0
5,Manufacturing,Manufacture of soap and detergents,Manufacture of soap and detergents,Male,25,33200.0
5,Manufacturing,Manufacture of perfumes and toilet preparations,Manufacture of perfumes and toilet preparations,Female,45,26300.0
5,Manufacturing,Manufacture of perfumes and toilet preparations,Manufacture of perfumes and toilet preparations,Male,25,26800.0
5,Manufacturing,Manufacture of other chemical products n.e.c.,Manufacture of other chemical products n.e.c.,Female,60,30700.0
5,Manufacturing,Manufacture of other chemical products n.e.c.,Manufacture of other chemical products n.e.c.,Male,100,32700.0
5,Manufacturing,Manufacture of basic pharmaceutical products,Manufacture of basic pharmaceutical products,Female,45,33900.0
5,Manufacturing,Manufacture of basic pharmaceutical products,Manufacture of basic pharmaceutical products,Male,55,32100.0
5,Manufacturing,Manufacture of pharmaceutical preparations,Manufacture of pharmaceutical preparations,Female,250,38300.0
5,Manufacturing,Manufacture of pharmaceutical preparations,Manufacture of pharmaceutical preparations,Male,245,40700.0
5,Manufacturing,"Manufacture of plastic plates, sheets, tubes and profiles","Manufacture of plastic plates, sheets, tubes and profiles",Female,20,24500.0
5,Manufacturing,"Manufacture of plastic plates, sheets, tubes and profiles","Manufacture of plastic plates, sheets, tubes and profiles",Male,35,34300.0
5,Manufacturing,Manufacture of builders  ware of plastic,Manufacture of builders  ware of plastic,Female,20,22600.0
5,Manufacturing,Manufacture of builders  ware of plastic,Manufacture of builders  ware of plastic,Male,40,28100.0
5,Manufacturing,Manufacture of other plastic products,Manufacture of other plastic products,Female,25,24100.0
5,Manufacturing,Manufacture of other plastic products,Manufacture of other plastic products,Male,55,28500.0
5,Manufacturing,Processing of nuclear fuel,Processing of nuclear fuel,Female,20,43100.0
5,Manufacturing,Processing of nuclear fuel,Processing of nuclear fuel,Male,40,44200.0
5,Manufacturing,Manufacture of metal structures and parts of structures,Manufacture of metal structures and parts of structures,Female,25,25200.0
5,Manufacturing,Manufacture of metal structures and parts of structures,Manufacture of metal structures and parts of structures,Male,85,33400.0
5,Manufacturing,Manufacture of weapons and ammunition,Manufacture of weapons and ammunition,Female,35,35800.0
5,Manufacturing,Manufacture of weapons and ammunition,Manufacture of weapons and ammunition,Male,135,38700.0
5,Manufacturing,Machining,Machining,Female,25,26300.0
5,Manufacturing,Machining,Machining,Male,100,33600.0
5,Manufacturing,Manufacture of other fabricated metal products n.e.c.,Manufacture of other fabricated metal products n.e.c.,Female,30,22400.0
5,Manufacturing,Manufacture of other fabricated metal products n.e.c.,Manufacture of other fabricated metal products n.e.c.,Male,35,31900.0
5,Manufacturing,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Female,65,33600.0
5,Manufacturing,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Male,230,38300.0
5,Manufacturing,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Female,50,35400.0
5,Manufacturing,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Male,125,40200.0
5,Manufacturing,Manufacture of lifting and handling equipment,Manufacture of lifting and handling equipment,Female,25,28700.0
5,Manufacturing,Manufacture of lifting and handling equipment,Manufacture of lifting and handling equipment,Male,60,35800.0
5,Manufacturing,Manufacture of non-domestic cooling and ventilation equipment,Manufacture of non-domestic cooling and ventilation equipment,Female,15,32800.0
5,Manufacturing,Manufacture of non-domestic cooling and ventilation equipment,Manufacture of non-domestic cooling and ventilation equipment,Male,55,35000.0
5,Manufacturing,Manufacture of other general-purpose machinery n.e.c.,Manufacture of other general-purpose machinery n.e.c.,Female,15,27000.0
5,Manufacturing,Manufacture of other general-purpose machinery n.e.c.,Manufacture of other general-purpose machinery n.e.c.,Male,75,33900.0
5,Manufacturing,Manufacture of motor vehicles,Manufacture of motor vehicles,Female,100,43100.0
5,Manufacturing,Manufacture of motor vehicles,Manufacture of motor vehicles,Male,425,43800.0
5,Manufacturing,Building of ships and floating structures,Building of ships and floating structures,Female,50,34900.0
5,Manufacturing,Building of ships and floating structures,Building of ships and floating structures,Male,145,39200.0
5,Manufacturing,Manufacture of air and spacecraft and related machinery,Manufacture of air and spacecraft and related machinery,Female,95,38500.0
5,Manufacturing,Manufacture of air and spacecraft and related machinery,Manufacture of air and spacecraft and related machinery,Male,460,42000.0
5,Manufacturing,Manufacture of office and shop furniture,Manufacture of office and shop furniture,Female,20,26500.0
5,Manufacturing,Manufacture of office and shop furniture,Manufacture of office and shop furniture,Male,30,27900.0
5,Manufacturing,Manufacture of kitchen furniture,Manufacture of kitchen furniture,Female,60,29200.0
5,Manufacturing,Manufacture of kitchen furniture,Manufacture of kitchen furniture,Male,60,28100.0
5,Manufacturing,Manufacture of other furniture,Manufacture of other furniture,Female,35,24100.0
5,Manufacturing,Manufacture of other furniture,Manufacture of other furniture,Male,45,27000.0
5,Manufacturing,Manufacture of medical and dental instruments and supplies,Manufacture of medical and dental instruments and supplies,Female,95,30100.0
5,Manufacturing,Manufacture of medical and dental instruments and supplies,Manufacture of medical and dental instruments and supplies,Male,115,36000.0
5,Manufacturing,Other manufacturing n.e.c.,Other manufacturing n.e.c.,Female,30,24500.0
5,Manufacturing,Other manufacturing n.e.c.,Other manufacturing n.e.c.,Male,40,31800.0
5,Manufacturing,Repair of machinery,Repair of machinery,Female,200,23500.0
5,Manufacturing,Repair of machinery,Repair of machinery,Male,200,26800.0
5,Manufacturing,Installation of industrial machinery and equipment,Installation of industrial machinery and equipment,Female,20,30700.0
5,Manufacturing,Installation of industrial machinery and equipment,Installation of industrial machinery and equipment,Male,40,35000.0
5,Other service activities,Activities of business and employers membership organizations,Activities of business and employers membership organizations,Female,105,28500.0
5,Other service activities,Activities of business and employers membership organizations,Activities of business and employers membership organizations,Male,55,32300.0
5,Other service activities,Activities of professional membership organizations,Activities of professional membership organizations,Female,255,29900.0
5,Other service activities,Activities of professional membership organizations,Activities of professional membership organizations,Male,150,31600.0
5,Other service activities,Activities of religious organizations,Activities of religious organizations,Female,220,21900.0
5,Other service activities,Activities of religious organizations,Activities of religious organizations,Male,190,23000.0
5,Other service activities,Activities of political organizations,Activities of political organizations,Female,25,27600.0
5,Other service activities,Activities of political organizations,Activities of political organizations,Male,30,33900.0
5,Other service activities,Activities of other membership organizations n.e.c.,Activities of other membership organizations n.e.c.,Female,560,24500.0
5,Other service activities,Activities of other membership organizations n.e.c.,Activities of other membership organizations n.e.c.,Male,270,24600.0
5,Other service activities,Repair of computers and peripheral equipment,Repair of computers and peripheral equipment,Female,40,32700.0
5,Other service activities,Repair of computers and peripheral equipment,Repair of computers and peripheral equipment,Male,80,37800.0
5,Other service activities,Hairdressing and other beauty treatment,Hairdressing and other beauty treatment,Female,140,15700.0
5,Other service activities,Hairdressing and other beauty treatment,Hairdressing and other beauty treatment,Male,40,17900.0
5,Other service activities,Funeral and related activities,Funeral and related activities,Female,15,26300.0
5,Other service activities,Funeral and related activities,Funeral and related activities,Male,15,26300.0
5,Other service activities,Physical well-being activities,Physical well-being activities,Female,50,21200.0
5,Other service activities,Physical well-being activities,Physical well-being activities,Male,25,21500.0
5,Other service activities,Other service activities n.e.c.,Other service activities n.e.c.,Female,330,24500.0
5,Other service activities,Other service activities n.e.c.,Other service activities n.e.c.,Male,190,28300.0
5,"Professional, scientific and technical activities",Solicitors,Solicitors,Female,2565,29200.0
5,"Professional, scientific and technical activities",Solicitors,Solicitors,Male,1085,32800.0
5,"Professional, scientific and technical activities",Activities of patent and copyright agents; other legal activities n.e.c.,Activities of patent and copyright agents; other legal activities n.e.c.,Female,900,36100.0
5,"Professional, scientific and technical activities",Activities of patent and copyright agents; other legal activities n.e.c.,Activities of patent and copyright agents; other legal activities n.e.c.,Male,565,43100.0
5,"Professional, scientific and technical activities",Accounting and auditing activities,Accounting and auditing activities,Female,1560,40900.0
5,"Professional, scientific and technical activities",Accounting and auditing activities,Accounting and auditing activities,Male,2030,45300.0
5,"Professional, scientific and technical activities",Bookkeeping activities,Bookkeeping activities,Female,545,26600.0
5,"Professional, scientific and technical activities",Bookkeeping activities,Bookkeeping activities,Male,530,32800.0
5,"Professional, scientific and technical activities",Tax consultancy,Tax consultancy,Female,20,30300.0
5,"Professional, scientific and technical activities",Tax consultancy,Tax consultancy,Male,40,35400.0
5,"Professional, scientific and technical activities",Activities of head offices,Activities of head offices,Female,735,32500.0
5,"Professional, scientific and technical activities",Activities of head offices,Activities of head offices,Male,555,38000.0
5,"Professional, scientific and technical activities",Public relations and communications activities,Public relations and communications activities,Female,475,34300.0
5,"Professional, scientific and technical activities",Public relations and communications activities,Public relations and communications activities,Male,250,34900.0
5,"Professional, scientific and technical activities",Financial management,Financial management,Female,150,41800.0
5,"Professional, scientific and technical activities",Financial management,Financial management,Male,220,51500.0
5,"Professional, scientific and technical activities",Management consultancy activities other than financial management,Management consultancy activities other than financial management,Female,2030,35400.0
5,"Professional, scientific and technical activities",Management consultancy activities other than financial management,Management consultancy activities other than financial management,Male,2175,42300.0
5,"Professional, scientific and technical activities",Architectural activities,Architectural activities,Female,380,27400.0
5,"Professional, scientific and technical activities",Architectural activities,Architectural activities,Male,480,29000.0
5,"Professional, scientific and technical activities",Urban planning and landscape architectural activities,Urban planning and landscape architectural activities,Female,60,30300.0
5,"Professional, scientific and technical activities",Urban planning and landscape architectural activities,Urban planning and landscape architectural activities,Male,70,32700.0
5,"Professional, scientific and technical activities",Engineering design activities for industrial process and production,Engineering design activities for industrial process and production,Female,80,34100.0
5,"Professional, scientific and technical activities",Engineering design activities for industrial process and production,Engineering design activities for industrial process and production,Male,330,39100.0
5,"Professional, scientific and technical activities",Engineering related scientific and technical consulting activities,Engineering related scientific and technical consulting activities,Female,240,28100.0
5,"Professional, scientific and technical activities",Engineering related scientific and technical consulting activities,Engineering related scientific and technical consulting activities,Male,415,33600.0
5,"Professional, scientific and technical activities",Other engineering activities,Other engineering activities,Female,790,31800.0
5,"Professional, scientific and technical activities",Other engineering activities,Other engineering activities,Male,1850,34700.0
5,"Professional, scientific and technical activities",Technical testing and analysis,Technical testing and analysis,Female,225,25600.0
5,"Professional, scientific and technical activities",Technical testing and analysis,Technical testing and analysis,Male,285,27400.0
5,"Professional, scientific and technical activities",Research and experimental development on biotechnology,Research and experimental development on biotechnology,Female,100,35800.0
5,"Professional, scientific and technical activities",Research and experimental development on biotechnology,Research and experimental development on biotechnology,Male,105,36700.0
5,"Professional, scientific and technical activities",Other research and experimental development on natural sciences and engineering,Other research and experimental development on natural sciences and engineering,Female,680,33200.0
5,"Professional, scientific and technical activities",Other research and experimental development on natural sciences and engineering,Other research and experimental development on natural sciences and engineering,Male,815,37600.0
5,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities,Research and experimental development on social sciences and humanities,Female,45,32800.0
5,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities,Research and experimental development on social sciences and humanities,Male,45,36500.0
5,"Professional, scientific and technical activities",Advertising agencies,Advertising agencies,Female,1275,33200.0
5,"Professional, scientific and technical activities",Advertising agencies,Advertising agencies,Male,1115,34300.0
5,"Professional, scientific and technical activities",Media representation services,Media representation services,Female,265,33200.0
5,"Professional, scientific and technical activities",Media representation services,Media representation services,Male,260,33400.0
5,"Professional, scientific and technical activities",Market research and public opinion polling,Market research and public opinion polling,Female,360,32800.0
5,"Professional, scientific and technical activities",Market research and public opinion polling,Market research and public opinion polling,Male,260,36100.0
5,"Professional, scientific and technical activities",specialised design activities,specialised design activities,Female,445,28100.0
5,"Professional, scientific and technical activities",specialised design activities,specialised design activities,Male,325,29200.0
5,"Professional, scientific and technical activities",Photographic activities not elsewhere classified,Photographic activities not elsewhere classified,Female,35,25900.0
5,"Professional, scientific and technical activities",Photographic activities not elsewhere classified,Photographic activities not elsewhere classified,Male,25,23400.0
5,"Professional, scientific and technical activities",Translation and interpretation activities,Translation and interpretation activities,Female,55,28000.0
5,"Professional, scientific and technical activities",Translation and interpretation activities,Translation and interpretation activities,Male,30,26600.0
5,"Professional, scientific and technical activities",Environmental consulting activities,Environmental consulting activities,Female,75,28100.0
5,"Professional, scientific and technical activities",Environmental consulting activities,Environmental consulting activities,Male,105,27000.0
5,"Professional, scientific and technical activities",Quantity surveying activities,Quantity surveying activities,Female,25,35600.0
5,"Professional, scientific and technical activities",Quantity surveying activities,Quantity surveying activities,Male,100,38700.0
5,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.",Female,330,29300.0
5,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.",Male,295,33600.0
5,"Professional, scientific and technical activities",Veterinary activities,Veterinary activities,Female,695,28100.0
5,"Professional, scientific and technical activities",Veterinary activities,Veterinary activities,Male,120,39200.0
5,Public administration and defence - compulsory social security,General public administration activities,General public administration activities,Female,3450,30300.0
5,Public administration and defence - compulsory social security,General public administration activities,General public administration activities,Male,1900,32800.0
5,Public administration and defence - compulsory social security,"Regulation of health care, education, cultural and other social services, not incl. social security","Regulation of health care, education, cultural and other social services, not incl. social security",Female,655,32100.0
5,Public administration and defence - compulsory social security,"Regulation of health care, education, cultural and other social services, not incl. social security","Regulation of health care, education, cultural and other social services, not incl. social security",Male,340,31000.0
5,Public administration and defence - compulsory social security,Defence activities,Defence activities,Female,240,31800.0
5,Public administration and defence - compulsory social security,Defence activities,Defence activities,Male,315,33900.0
5,Public administration and defence - compulsory social security,Justice and judicial activities,Justice and judicial activities,Female,890,28100.0
5,Public administration and defence - compulsory social security,Justice and judicial activities,Justice and judicial activities,Male,360,28500.0
5,Public administration and defence - compulsory social security,Public order and safety activities,Public order and safety activities,Female,1660,28100.0
5,Public administration and defence - compulsory social security,Public order and safety activities,Public order and safety activities,Male,1200,29200.0
